date,account,category,amount,currency,converted amount,currency,description
02/09/2020,Cash,Entertainment,"-1,300",SYP,-0.533,USD,منتزه
02/09/2020,Cash,Eating out,"-4,000",SYP,-1.64,USD,ارارات
02/09/2020,Cash,Transport,-300,SYP,-0.123,USD,
02/09/2020,Cash,Eating out,-600,SYP,-0.246,USD,فول
03/09/2020,Cash,Transport,-300,SYP,-0.123,USD,
04/09/2020,Cash,Shaving,"-1,000",SYP,-0.41,USD,
04/09/2020,Cash,Deposits,"-7,000",SYP,-2.87,USD,
05/09/2020,Cash,Food,-500,SYP,-0.205,USD,مي
06/09/2020,Cash,Transport,-300,SYP,-0.123,USD,
07/09/2020,Cash,Transport,-300,SYP,-0.123,USD,
07/09/2020,Cash,Communications,"-5,500",SYP,-2.255,USD,وحدات
08/09/2020,Cash,Eating out,-400,SYP,-0.164,USD,فطاير
08/09/2020,Cash,Transport,-300,SYP,-0.123,USD,
09/09/2020,Cash,Entertainment,"-5,700",SYP,-2.337,USD,منتزه
09/09/2020,Cash,Transport,-300,SYP,-0.123,USD,
10/09/2020,Cash,Android,"150,000",SYP,61.5,USD,
11/09/2020,Cash,Entertainment,"-1,100",SYP,-0.451,USD,كولا
11/09/2020,Cash,Eating out,"-3,000",SYP,-1.23,USD,شاورما
12/09/2020,Cash,Deposits,"-7,000",SYP,-2.87,USD,
12/09/2020,Cash,Sports,-900,SYP,-0.369,USD,
12/09/2020,Cash,Transport,-200,SYP,-0.082,USD,
12/09/2020,Cash,Food,"-1,000",SYP,-0.41,USD,مي
12/09/2020,Cash,Deposits,"115,500",SYP,47.355,USD,
13/09/2020,Cash,Eating out,-600,SYP,-0.246,USD,فول
13/09/2020,Cash,Sports,"-1,000",SYP,-0.41,USD,
14/09/2020,Cash,Eating out,"-3,100",SYP,-1.271,USD,شاورما
14/09/2020,Cash,Entertainment,"-1,000",SYP,-0.41,USD,كولا
14/09/2020,Cash,Transport,-400,SYP,-0.164,USD,
14/09/2020,Cash,Eating out,-700,SYP,-0.287,USD,فطاير
15/09/2020,Cash,Eating out,"-2,500",SYP,-1.025,USD,شاورما
15/09/2020,Cash,Transport,-400,SYP,-0.164,USD,
15/09/2020,Cash,Entertainment,"-1,700",SYP,-0.697,USD,كولا
16/09/2020,Cash,Eating out,-800,SYP,-0.328,USD,فطاير
16/09/2020,Cash,Transport,-100,SYP,-0.041,USD,
17/09/2020,Cash,Transport,-300,SYP,-0.123,USD,
17/09/2020,Cash,Eating out,-800,SYP,-0.328,USD,فول
17/09/2020,Cash,Entertainment,"-4,000",SYP,-1.64,USD,بولينغ
17/09/2020,Cash,Food,"-1,900",SYP,-0.779,USD,كولا
17/09/2020,Cash,Eating out,"-4,000",SYP,-1.64,USD,غالاكسي
17/09/2020,Cash,Eating out,"-19,000",SYP,-7.79,USD,مول
17/09/2020,Cash,Eating out,"-3,000",SYP,-1.23,USD,غالاكسي
18/09/2020,USD,Android,300,USD,300,USD,
18/09/2020,Cash,Shaving,"-2,000",SYP,-0.82,USD,
18/09/2020,Cash,Deposits,"-7,000",SYP,-3.241,USD,
18/09/2020,Cash,House,"-100,000",SYP,-46.3,USD,
18/09/2020,Cash,To 'USD',"-216,000",SYP,-100.008,USD,ماما
18/09/2020,USD,From 'Cash',100.008,USD,100.008,USD,ماما
18/09/2020,USD,Android,100,USD,100,USD,
18/09/2020,USD,Savings,50,USD,50,USD,
20/09/2020,Cash,Communications,"-5,500",SYP,-2.546,USD,وحدات
20/09/2020,Cash,Transport,-400,SYP,-0.185,USD,
20/09/2020,Cash,Sports,"-1,000",SYP,-0.463,USD,
21/09/2020,Cash,Eating out,"-7,000",SYP,-3.241,USD,غالاكسي
21/09/2020,Cash,Eating out,-600,SYP,-0.277,USD,فطاير
21/09/2020,Cash,Transport,-200,SYP,-0.092,USD,
22/09/2020,Cash,Eating out,-600,SYP,-0.277,USD,فطاير
22/09/2020,Cash,Transport,-300,SYP,-0.138,USD,
22/09/2020,Cash,Clothes,"-15,000",SYP,-6.945,USD,
23/09/2020,Cash,Transport,-200,SYP,-0.092,USD,
23/09/2020,Cash,Eating out,"-4,500",SYP,-2.083,USD,فرانشيسكو
24/09/2020,Cash,Transport,-400,SYP,-0.185,USD,
24/09/2020,Cash,Eating out,-750,SYP,-0.347,USD,فول
25/09/2020,Cash,Deposits,"-7,000",SYP,-2.821,USD,
26/09/2020,Cash,Gifts,"-10,000",SYP,-4.03,USD,محمود
27/09/2020,Cash,Clothes,"-9,500",SYP,-3.828,USD,بيجاما
27/09/2020,Cash,Eating out,"-1,000",SYP,-0.403,USD,فطاير
27/09/2020,Cash,Sports,"-1,000",SYP,-0.403,USD,
27/09/2020,Cash,Transport,-300,SYP,-0.12,USD,
27/09/2020,Cash,Deposits,"115,500",SYP,46.546,USD,
28/09/2020,Cash,Eating out,"-6,800",SYP,-2.74,USD,غالاكسي
28/09/2020,Cash,Eating out,-100,SYP,-0.04,USD,فلافل
28/09/2020,Cash,Transport,-600,SYP,-0.241,USD,
29/09/2020,Cash,Transport,-100,SYP,-0.04,USD,
29/09/2020,Cash,Eating out,-200,SYP,-0.08,USD,فطاير
30/09/2020,Cash,Eating out,-900,SYP,-0.362,USD,بوظة
30/09/2020,Cash,Communications,"-5,500",SYP,-2.216,USD,وحدات
30/09/2020,Cash,Eating out,-100,SYP,-0.04,USD,فلافل
30/09/2020,Cash,Transport,-300,SYP,-0.12,USD,
30/09/2020,Cash,Communications,"-5,400",SYP,-2.176,USD,انترنت
01/10/2020,Cash,Eating out,-900,SYP,-0.362,USD,فول
01/10/2020,Cash,Eating out,"-4,700",SYP,-1.894,USD,شاورما
01/10/2020,Cash,Bills,"-2,000",SYP,-0.806,USD,مازن
02/10/2020,Cash,Salary,"360,000",SYP,145.08,USD,
02/10/2020,Cash,House,"-100,000",SYP,-40.3,USD,
02/10/2020,Cash,Deposits,"-7,000",SYP,-2.821,USD,
03/10/2020,Cash,House,"-6,000",SYP,-2.418,USD,كريسبي
03/10/2020,Cash,Babies,"-1,500",SYP,-0.604,USD,
03/10/2020,Cash,Bills,"-2,000",SYP,-0.806,USD,نغم
04/10/2020,Cash,Sports,"-1,000",SYP,-0.403,USD,
04/10/2020,Cash,Eating out,-400,SYP,-0.161,USD,فطاير
04/10/2020,Bank,Bills,"-2,000",SYP,-0.806,USD,نورا
04/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
05/10/2020,Cash,Eating out,"-3,400",SYP,-1.37,USD,شاورما
05/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
06/10/2020,Cash,Eating out,-500,SYP,-0.201,USD,فطاير
06/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
07/10/2020,Cash,Sports,"-1,250",SYP,-0.503,USD,
07/10/2020,Cash,Eating out,"-3,300",SYP,-1.329,USD,فرانشيسكو
07/10/2020,Cash,Salary,"110,000",SYP,44.33,USD,
07/10/2020,Cash,Eating out,"-20,000",SYP,-8.06,USD,غالاكسي
08/10/2020,Cash,Eating out,-500,SYP,-0.201,USD,فول
08/10/2020,Cash,House,"-1,100",SYP,-0.443,USD,خبز
09/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
10/10/2020,Cash,Entertainment,"-1,900",SYP,-0.765,USD,بينغ بونغ
10/10/2020,Cash,Eating out,"-2,800",SYP,-1.128,USD,فطاير
10/10/2020,Cash,Deposits,"-7,000",SYP,-2.821,USD,
10/10/2020,Cash,House,"-2,000",SYP,-0.806,USD,خبز
10/10/2020,Cash,Taxi,"-1,000",SYP,-0.403,USD,
11/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
11/10/2020,Cash,Sports,"-1,000",SYP,-0.403,USD,
11/10/2020,Cash,Eating out,-500,SYP,-0.201,USD,فطاير
11/10/2020,Cash,Communications,"-1,000",SYP,-0.403,USD,وحدات
12/10/2020,Cash,Bills,"-25,300",SYP,-10.195,USD,نقابة
12/10/2020,Cash,Bills,"-1,000",SYP,-0.403,USD,لا حكم عليه
12/10/2020,Cash,Transport,-500,SYP,-0.201,USD,
12/10/2020,Cash,Electronics,"-2,000",SYP,-0.806,USD,وصلة شاحن
12/10/2020,Cash,Taxi,"-1,000",SYP,-0.403,USD,
12/10/2020,Cash,Entertainment,"-2,300",SYP,-0.926,USD,كولا
12/10/2020,Cash,Entertainment,"-4,000",SYP,-1.612,USD,عصير
12/10/2020,Cash,House,"-13,500",SYP,-5.44,USD,غالاكسي
13/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
14/10/2020,Cash,Sports,"-1,150",SYP,-0.463,USD,
14/10/2020,Cash,Eating out,-700,SYP,-0.282,USD,فطاير
14/10/2020,Cash,Transport,-400,SYP,-0.161,USD,
15/10/2020,Cash,Eating out,"-1,100",SYP,-0.443,USD,فول
15/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
16/10/2020,Cash,Deposits,"-7,000",SYP,-2.821,USD,
17/10/2020,Cash,Entertainment,"-3,000",SYP,-1.209,USD,كولا
17/10/2020,Cash,Entertainment,"-4,000",SYP,-1.612,USD,بولينغ
17/10/2020,Cash,Entertainment,"-19,500",SYP,-7.858,USD,مزرعة
18/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
19/10/2020,Cash,Transport,-300,SYP,-0.12,USD,
19/10/2020,Cash,House,"-1,200",SYP,-0.483,USD,خبز
20/10/2020,Cash,House,"-3,000",SYP,-1.209,USD,قهوة
20/10/2020,Cash,Transport,-600,SYP,-0.241,USD,
21/10/2020,Cash,Taxi,"-2,000",SYP,-0.806,USD,
21/10/2020,Cash,Eating out,"-3,500",SYP,-1.41,USD,فرانشيسكو
21/10/2020,Cash,Sports,"-1,250",SYP,-0.503,USD,
22/10/2020,Cash,Transport,-200,SYP,-0.08,USD,
22/10/2020,Cash,Taxi,"-1,000",SYP,-0.403,USD,
22/10/2020,Cash,House,"-1,200",SYP,-0.483,USD,خبز
22/10/2020,Cash,Eating out,"-1,250",SYP,-0.503,USD,فول
23/10/2020,Cash,Eating out,"-3,000",SYP,-1.209,USD,شاورما
23/10/2020,Cash,Entertainment,-500,SYP,-0.201,USD,سواح
23/10/2020,Cash,Deposits,"-7,000",SYP,-2.821,USD,
24/10/2020,Cash,To 'USD',"-110,000",SYP,-50.05,USD,
24/10/2020,USD,From 'Cash',50.05,USD,50.05,USD,
25/10/2020,Cash,Clothes,"-17,500",SYP,-7.962,USD,بوط
25/10/2020,Cash,Entertainment,-700,SYP,-0.318,USD,سواح
25/10/2020,Cash,Entertainment,"-1,300",SYP,-0.591,USD,سواح
25/10/2020,Cash,Transport,-200,SYP,-0.091,USD,
25/10/2020,Cash,Sports,"-3,000",SYP,-1.365,USD,
25/10/2020,Cash,Taxi,"-1,500",SYP,-0.682,USD,
26/10/2020,Cash,Transport,-300,SYP,-0.136,USD,
26/10/2020,Cash,Eating out,"-1,100",SYP,-0.5,USD,فطاير
26/10/2020,Cash,Eating out,"-3,700",SYP,-1.683,USD,شاورما
27/10/2020,Cash,Taxi,"-2,000",SYP,-0.91,USD,
27/10/2020,Cash,Taxi,"-1,500",SYP,-0.682,USD,
27/10/2020,Cash,Entertainment,"-2,000",SYP,-0.91,USD,بولينغ
27/10/2020,Cash,Taxi,"-1,000",SYP,-0.455,USD,
27/10/2020,Cash,Entertainment,"-2,000",SYP,-0.91,USD,امرايا
27/10/2020,Cash,Taxi,"-1,000",SYP,-0.455,USD,
27/10/2020,Cash,Transport,-200,SYP,-0.091,USD,
28/10/2020,Cash,Transport,-300,SYP,-0.136,USD,
28/10/2020,Cash,Eating out,"-1,300",SYP,-0.591,USD,بطاطا
28/10/2020,Cash,Entertainment,"-1,000",SYP,-0.455,USD,سواح
28/10/2020,Cash,Sports,"-1,100",SYP,-0.5,USD,
29/10/2020,Cash,Transport,-400,SYP,-0.182,USD,
29/10/2020,Cash,Communications,"-5,500",SYP,-2.502,USD,انترنت
29/10/2020,Cash,Communications,"-9,000",SYP,-4.095,USD,وحدات
30/10/2020,Cash,Entertainment,"-2,000",SYP,-0.91,USD,بولينغ
30/10/2020,Cash,Deposits,"-7,000",SYP,-3.185,USD,جديدة
30/10/2020,Cash,Entertainment,"-2,000",SYP,-0.91,USD,معسل
30/10/2020,Cash,Eating out,"-3,000",SYP,-1.365,USD,شاورما
30/10/2020,Cash,Entertainment,"-2,000",SYP,-0.91,USD,بولينغ
30/10/2020,Cash,Eating out,"-7,000",SYP,-3.185,USD,غالاكسي
01/11/2020,Cash,Salary,"470,000",SYP,213.85,USD,
01/11/2020,Cash,Sports,"-1,200",SYP,-0.546,USD,
01/11/2020,Cash,Transport,-300,SYP,-0.136,USD,
01/11/2020,Cash,House,"-100,000",SYP,-45.5,USD,
02/11/2020,Cash,Transport,-300,SYP,-0.136,USD,
02/11/2020,Cash,Eating out,"-2,000",SYP,-0.91,USD,زنجر
03/11/2020,Cash,Eating out,"-3,800",SYP,-1.729,USD,كريسبي
03/11/2020,Cash,Entertainment,"-1,200",SYP,-0.546,USD,سواح
03/11/2020,Cash,Transport,-200,SYP,-0.091,USD,
04/11/2020,Cash,Transport,-100,SYP,-0.045,USD,
04/11/2020,Cash,Sports,"-1,500",SYP,-0.682,USD,
04/11/2020,Cash,Taxi,"-1,000",SYP,-0.455,USD,
05/11/2020,Cash,Transport,-200,SYP,-0.091,USD,
05/11/2020,Cash,Entertainment,"-2,500",SYP,-1.137,USD,سواح
05/11/2020,Cash,Taxi,"-1,000",SYP,-0.455,USD,
05/11/2020,Cash,Entertainment,"-5,000",SYP,-2.275,USD,بوكا
05/11/2020,Cash,Eating out,"-7,000",SYP,-3.185,USD,غالاكسي
05/11/2020,Cash,Eating out,"-1,000",SYP,-0.455,USD,بطاطا
06/11/2020,Cash,Deposits,"-7,000",SYP,-3.185,USD,
07/11/2020,Cash,Transport,-300,SYP,-0.136,USD,
08/11/2020,Cash,Eating out,"-4,500",SYP,-2.047,USD,شاورما
08/11/2020,Cash,Taxi,"-1,500",SYP,-0.682,USD,
08/11/2020,Cash,Entertainment,"-1,000",SYP,-0.455,USD,سواح
08/11/2020,Cash,Transport,-300,SYP,-0.136,USD,
08/11/2020,Cash,Entertainment,"-2,000",SYP,-0.91,USD,سواح
09/11/2020,Cash,Eating out,-300,SYP,-0.136,USD,فطاير
09/11/2020,Cash,Transport,-300,SYP,-0.136,USD,
10/11/2020,Cash,Taxi,"-1,500",SYP,-0.682,USD,
10/11/2020,Cash,Transport,-300,SYP,-0.136,USD,
10/11/2020,Cash,Entertainment,"-2,800",SYP,-1.274,USD,سواح
11/11/2020,Cash,Sports,"-1,000",SYP,-0.4,USD,
11/11/2020,Cash,Transport,-300,SYP,-0.12,USD,
11/11/2020,Cash,To 'USD',"-250,000",SYP,-100,USD,ماما
11/11/2020,USD,From 'Cash',100,USD,100,USD,ماما
12/11/2020,Cash,Entertainment,"-2,500",SYP,-1,USD,سواح
12/11/2020,Cash,Eating out,"-6,000",SYP,-2.4,USD,فرانشيسكو
12/11/2020,Cash,Taxi,"-1,000",SYP,-0.4,USD,
12/11/2020,Cash,Health,"-2,300",SYP,-0.92,USD,فيتامين
12/11/2020,Cash,Eating out,"-1,200",SYP,-0.48,USD,بطاطا
12/11/2020,Cash,Taxi,"-1,500",SYP,-0.6,USD,
13/11/2020,Cash,Deposits,"-7,000",SYP,-2.8,USD,
14/11/2020,Cash,Entertainment,"-1,800",SYP,-0.72,USD,سواح
14/11/2020,Cash,Taxi,-500,SYP,-0.2,USD,
14/11/2020,Cash,Eating out,"-3,800",SYP,-1.52,USD,شاورما
14/11/2020,Cash,Shaving,"-2,000",SYP,-0.8,USD,
15/11/2020,Cash,Transport,-300,SYP,-0.12,USD,
16/11/2020,Cash,Transport,-400,SYP,-0.16,USD,
16/11/2020,Cash,Eating out,-300,SYP,-0.12,USD,فطاير
17/11/2020,Cash,Entertainment,-500,SYP,-0.2,USD,سواح
17/11/2020,Cash,Transport,-200,SYP,-0.08,USD,
17/11/2020,Cash,Salary,"128,800",SYP,51.52,USD,اضافي
18/11/2020,Cash,Eating out,"-1,100",SYP,-0.396,USD,بطاطا
18/11/2020,Cash,Sports,"-1,350",SYP,-0.486,USD,
18/11/2020,Cash,Transport,-400,SYP,-0.144,USD,
19/11/2020,Cash,Eating out,"-8,000",SYP,-2.88,USD,غالاكسي
19/11/2020,Cash,Taxi,"-2,000",SYP,-0.72,USD,
19/11/2020,Cash,Transport,-400,SYP,-0.144,USD,
19/11/2020,Cash,Entertainment,"-3,000",SYP,-1.08,USD,امرايا
19/11/2020,Cash,Entertainment,"-1,000",SYP,-0.36,USD,سواح
20/11/2020,Cash,Deposits,"-7,000",SYP,-2.52,USD,
20/11/2020,Cash,Entertainment,"-1,800",SYP,-0.648,USD,سواح
21/11/2020,Cash,Clothes,"-25,000",SYP,-9,USD,بوط
21/11/2020,Cash,Mobile,"-5,500",SYP,-1.98,USD,لزقة
22/11/2020,Cash,Entertainment,"-2,200",SYP,-0.792,USD,نسكافيه
22/11/2020,Cash,Entertainment,-800,SYP,-0.288,USD,سواح
22/11/2020,Cash,Eating out,"-9,000",SYP,-3.24,USD,غالاكسي
23/11/2020,Cash,Taxi,"-1,000",SYP,-0.36,USD,
23/11/2020,Cash,Deposits,"245,000",SYP,88.2,USD,
23/11/2020,Cash,Eating out,"-4,000",SYP,-1.44,USD,فتة
23/11/2020,Cash,Entertainment,"-5,000",SYP,-1.8,USD,حمام
23/11/2020,Cash,Eating out,"-3,000",SYP,-1.08,USD,عوامة
23/11/2020,Cash,Transport,-300,SYP,-0.108,USD,
24/11/2020,Cash,Taxi,"-1,000",SYP,-0.36,USD,
24/11/2020,Cash,Transport,-300,SYP,-0.108,USD,
26/11/2020,Cash,Taxi,"-2,000",SYP,-0.72,USD,
26/11/2020,Cash,Eating out,-700,SYP,-0.252,USD,بطاطا
26/11/2020,Cash,Transport,-300,SYP,-0.108,USD,
27/11/2020,Cash,Deposits,"-7,000",SYP,-2.52,USD,
27/11/2020,Cash,Bills,"-2,000",SYP,-0.72,USD,نغم
27/11/2020,Cash,Bills,"-2,000",SYP,-0.72,USD,جامع
27/11/2020,Cash,Bills,"-2,000",SYP,-0.72,USD,بلال
27/11/2020,Cash,Babies,"-6,000",SYP,-2.16,USD,
27/11/2020,Cash,Bills,"-2,000",SYP,-0.72,USD,حمودة
27/11/2020,Cash,Eating out,"-5,000",SYP,-1.8,USD,كريسبي
27/11/2020,Cash,Entertainment,"-4,000",SYP,-1.44,USD,مشوار
27/11/2020,Cash,Communications,"-8,100",SYP,-2.916,USD,وحدات
28/11/2020,Cash,Transport,-300,SYP,-0.108,USD,
28/11/2020,Cash,Eating out,"-1,500",SYP,-0.54,USD,تسقية
28/11/2020,Cash,Eating out,"-8,500",SYP,-3.06,USD,فريز
28/11/2020,Cash,Eating out,"-4,000",SYP,-1.44,USD,فريز
29/11/2020,Cash,Transport,-200,SYP,-0.072,USD,
30/11/2020,Cash,Transport,-200,SYP,-0.072,USD,
30/11/2020,Cash,Salary,"520,000",SYP,187.2,USD,
30/11/2020,Cash,Eating out,"-1,000",SYP,-0.36,USD,بطاطا
01/12/2020,Cash,House,"-100,000",SYP,-36,USD,
01/12/2020,Cash,Bills,"-2,000",SYP,-0.72,USD,صفاء
01/12/2020,Cash,Transport,-200,SYP,-0.072,USD,
01/12/2020,Cash,Communications,-600,SYP,-0.216,USD,ارضي
01/12/2020,Cash,Communications,"-5,200",SYP,-1.872,USD,انترنت
02/12/2020,Cash,Eating out,-300,SYP,-0.108,USD,فطاير
02/12/2020,Cash,Transport,-400,SYP,-0.144,USD,
02/12/2020,Cash,Entertainment,-500,SYP,-0.18,USD,بينغ بونغ
03/12/2020,Cash,House,"-4,000",SYP,-1.44,USD,هريسة
03/12/2020,Cash,Bills,-500,SYP,-0.18,USD,
03/12/2020,Cash,Eating out,-500,SYP,-0.18,USD,بطاطا
03/12/2020,Cash,Entertainment,"-1,300",SYP,-0.468,USD,سواح
03/12/2020,Cash,Salary,"39,600",SYP,14.256,USD,اضافي
03/12/2020,Cash,Eating out,"-1,700",SYP,-0.612,USD,شاورما
03/12/2020,Cash,Transport,-200,SYP,-0.072,USD,
04/12/2020,Cash,Deposits,"-7,000",SYP,-2.52,USD,
04/12/2020,Cash,Entertainment,"-1,500",SYP,-0.54,USD,سواح
04/12/2020,Cash,Bills,"-15,000",SYP,-5.4,USD,حمودة
04/12/2020,Cash,Transport,-100,SYP,-0.036,USD,
04/12/2020,Cash,Taxi,"-3,800",SYP,-1.368,USD,
04/12/2020,Cash,Eating out,"-7,000",SYP,-2.52,USD,غالاكسي
05/12/2020,Cash,Transport,-300,SYP,-0.108,USD,
06/12/2020,Cash,Sports,"-1,300",SYP,-0.468,USD,
06/12/2020,Cash,Transport,-200,SYP,-0.072,USD,
06/12/2020,Cash,Eating out,"-1,000",SYP,-0.36,USD,بطاطا
06/12/2020,Cash,Health,"-4,600",SYP,-1.656,USD,
07/12/2020,Cash,Transport,-400,SYP,-0.144,USD,
08/12/2020,Cash,Taxi,"-1,000",SYP,-0.36,USD,
09/12/2020,Cash,Transport,-400,SYP,-0.144,USD,
09/12/2020,Cash,Eating out,-700,SYP,-0.252,USD,فطاير
10/12/2020,Cash,Entertainment,-600,SYP,-0.216,USD,سواح
10/12/2020,Cash,Transport,-300,SYP,-0.108,USD,
10/12/2020,Cash,Eating out,"-1,500",SYP,-0.54,USD,شاورما
10/12/2020,Cash,Entertainment,"-3,000",SYP,-1.08,USD,امرايا
10/12/2020,Cash,Eating out,"-1,300",SYP,-0.468,USD,بطاطا
11/12/2020,Cash,Transport,-200,SYP,-0.072,USD,
11/12/2020,Cash,Bills,"-1,000",SYP,-0.36,USD,جامع
11/12/2020,Cash,Deposits,"-7,000",SYP,-2.52,USD,
12/12/2020,Cash,House,"-1,800",SYP,-0.648,USD,تحليل
12/12/2020,Cash,Transport,-200,SYP,-0.072,USD,
12/12/2020,Cash,Entertainment,"-3,000",SYP,-1.08,USD,صيف وشتا
13/12/2020,Cash,House,"-15,000",SYP,-5.4,USD,رغدة
13/12/2020,Cash,Taxi,"-1,500",SYP,-0.54,USD,
16/12/2020,Cash,Shaving,"-2,000",SYP,-0.72,USD,
17/12/2020,Cash,House,"-1,600",SYP,-0.576,USD,بطاطا
18/12/2020,Cash,Deposits,"-7,000",SYP,-2.52,USD,
18/12/2020,Cash,House,"-3,300",SYP,-1.188,USD,خبز
19/12/2020,Cash,Transport,-200,SYP,-0.072,USD,
19/12/2020,Cash,Entertainment,"-3,000",SYP,-1.08,USD,صيف وشتا
19/12/2020,Cash,Health,"-3,000",SYP,-1.08,USD,
19/12/2020,Cash,Taxi,"-3,000",SYP,-1.08,USD,
19/12/2020,Cash,Entertainment,"-1,500",SYP,-0.54,USD,فول
20/12/2020,Cash,Eating out,"-1,400",SYP,-0.504,USD,فطاير
20/12/2020,Cash,Transport,-400,SYP,-0.144,USD,
21/12/2020,Cash,Eating out,-300,SYP,-0.108,USD,بطاطا
21/12/2020,Cash,Transport,-500,SYP,-0.18,USD,
21/12/2020,Cash,Entertainment,"-3,000",SYP,-1.08,USD,سواح
21/12/2020,Cash,Taxi,"-1,500",SYP,-0.54,USD,
21/12/2020,Cash,Eating out,"-4,800",SYP,-1.728,USD,كرانشي
22/12/2020,Cash,Transport,-200,SYP,-0.072,USD,
23/12/2020,Cash,Transport,-400,SYP,-0.144,USD,
24/12/2020,Cash,Entertainment,"-3,500",SYP,-1.26,USD,سواح
24/12/2020,Cash,Eating out,"-5,500",SYP,-1.98,USD,شاورما
24/12/2020,Cash,Taxi,"-1,000",SYP,-0.36,USD,
24/12/2020,Cash,Transport,-350,SYP,-0.126,USD,
25/12/2020,Cash,Deposits,"-7,000",SYP,-2.52,USD,
26/12/2020,Cash,Entertainment,"-1,200",SYP,-0.432,USD,سواح
26/12/2020,Cash,Communications,"-8,800",SYP,-3.168,USD,وحدات
26/12/2020,Cash,Transport,-300,SYP,-0.108,USD,
27/12/2020,Cash,Transport,-200,SYP,-0.072,USD,
29/12/2020,Cash,Transport,-400,SYP,-0.144,USD,
29/12/2020,Cash,Eating out,"-1,500",SYP,-0.54,USD,فول
29/12/2020,Cash,Entertainment,"-2,000",SYP,-0.72,USD,سواح
29/12/2020,Cash,Transport,-600,SYP,-0.216,USD,
29/12/2020,Cash,Eating out,"-3,000",SYP,-1.08,USD,فرانشيسكو
30/12/2020,Cash,Transport,-400,SYP,-0.144,USD,
30/12/2020,Cash,Eating out,"-1,300",SYP,-0.468,USD,بطاطا
30/12/2020,Cash,Entertainment,"-3,100",SYP,-1.116,USD,سواح
30/12/2020,Cash,Communications,"-5,400",SYP,-1.944,USD,انترنت
01/01/2021,Cash,Salary,"520,000",SYP,180.44,USD,
01/01/2021,Cash,Entertainment,"-3,400",SYP,-1.179,USD,سواح
01/01/2021,Cash,Eating out,"-5,500",SYP,-1.908,USD,كرانشي
01/01/2021,Cash,Deposits,"-7,000",SYP,-2.429,USD,
01/01/2021,Cash,House,"-100,000",SYP,-34.7,USD,
02/01/2021,Cash,Bills,-500,SYP,-0.173,USD,
02/01/2021,Cash,House,"-2,500",SYP,-0.867,USD,كنافة
02/01/2021,Cash,Entertainment,"-4,000",SYP,-1.388,USD,بولينغ
02/01/2021,Cash,Entertainment,"-1,500",SYP,-0.52,USD,سواح
02/01/2021,Cash,Entertainment,"-4,000",SYP,-1.388,USD,بولينغ
02/01/2021,Cash,Eating out,"-6,300",SYP,-2.186,USD,بيغ فيلر
02/01/2021,Cash,Taxi,"-3,500",SYP,-1.214,USD,
03/01/2021,Cash,Transport,-300,SYP,-0.104,USD,
03/01/2021,Cash,Taxi,"-1,500",SYP,-0.52,USD,
03/01/2021,Cash,Entertainment,"-2,700",SYP,-0.936,USD,سواح
04/01/2021,Cash,Entertainment,"-9,300",SYP,-3.227,USD,عصير
04/01/2021,Cash,Eating out,-800,SYP,-0.277,USD,بطاطا
04/01/2021,Cash,Transport,-300,SYP,-0.104,USD,
05/01/2021,Cash,Transport,-100,SYP,-0.034,USD,
05/01/2021,Cash,Entertainment,"-2,200",SYP,-0.763,USD,سواح
06/01/2021,Cash,Entertainment,"-1,600",SYP,-0.555,USD,سواح
06/01/2021,Cash,Transport,-200,SYP,-0.069,USD,
07/01/2021,Cash,House,"-1,200",SYP,-0.416,USD,دوا
07/01/2021,Cash,Taxi,"-2,000",SYP,-0.694,USD,
07/01/2021,Cash,Eating out,"-15,000",SYP,-5.205,USD,فروج
07/01/2021,Cash,Taxi,"-1,000",SYP,-0.347,USD,
07/01/2021,Cash,Transport,-500,SYP,-0.173,USD,
08/01/2021,Cash,Entertainment,"-3,000",SYP,-1.041,USD,بولينغ
08/01/2021,Cash,Entertainment,"-3,000",SYP,-1.041,USD,سواح
08/01/2021,Cash,Eating out,"-7,500",SYP,-2.602,USD,غالاكسي
08/01/2021,Cash,Deposits,"-7,000",SYP,-2.429,USD,
08/01/2021,Cash,House,"-3,000",SYP,-1.041,USD,برغل
08/01/2021,Cash,Shaving,"-2,000",SYP,-0.694,USD,
09/01/2021,Cash,Transport,-200,SYP,-0.069,USD,
09/01/2021,Cash,House,"-2,000",SYP,-0.694,USD,برتقال
09/01/2021,Cash,Entertainment,"-2,500",SYP,-0.867,USD,سواح
09/01/2021,Cash,House,"-6,000",SYP,-2.082,USD,لحمة
10/01/2021,Cash,Salary,"183,000",SYP,63.501,USD,اضافي
10/01/2021,Cash,House,"-15,400",SYP,-5.343,USD,دجاجتي
10/01/2021,Cash,House,"-56,500",SYP,-19.605,USD,مول
10/01/2021,Cash,Transport,-400,SYP,-0.138,USD,
10/01/2021,Cash,Bills,-300,SYP,-0.104,USD,
11/01/2021,Cash,Transport,-500,SYP,-0.173,USD,
11/01/2021,Cash,Entertainment,"-2,200",SYP,-0.763,USD,سواح
